Column #,Column ID,gene_assignment,Gene Symbol,RefSeq,Ratio(C42B vs. E06),"Fold-Change
(C42B vs. E06)","Fold-Change(C42B vs. E06)
 (Description)"
31993,16942991,NM_001174150 // ARL13B // ADP-ribosylation factor-like 13B // 3q11.1 // 200894 /// NM_0,ARL13B,NM_001174150,9.07868,9.07868,C42B up vs E06
24163,16863652,NM_014601 // EHD2 // EH-domain containing 2 // 19q13.3 // 30846 /// ENST00000263277 // ,EHD2,NM_014601,9.07949,9.07949,C42B up vs E06
48615,17110342,NM_173794 // FUNDC1 // FUN14 domain containing 1 // Xp11.3 // 139341 /// ENST0000037804,FUNDC1,NM_173794,9.08142,9.08142,C42B up vs E06
39897,17020317,NM_001144769 // DST // dystonin // 6p12.1 // 667 /// NM_001144770 // DST // dystonin //,DST,NM_001144769,9.09031,9.09031,C42B up vs E06
17055,16792754,NM_006575 // MAP4K5 // mitogen-activated protein kinase kinase kinase kinase 5 // 14q11,MAP4K5,NM_006575,9.0917,9.0917,C42B up vs E06
41957,17045198,"NM_001284301 // ANLN // anillin, actin binding protein // 7p15-p14 // 54443 /// NM_0012",ANLN,NM_001284301,9.09221,9.09221,C42B up vs E06
46303,17088124,NM_001195822 // HSDL2 // hydroxysteroid dehydrogenase like 2 // 9q32 // 84263 /// NM_03,HSDL2,NM_001195822,9.0947,9.0947,C42B up vs E06
36386,16987914,NM_139281 // WDR36 // WD repeat domain 36 // 5q22.1 // 134430 /// ENST00000506538 // WD,WDR36,NM_139281,9.09683,9.09683,C42B up vs E06
29775,16920169,"NM_004776 // B4GALT5 // UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide",B4GALT5,NM_004776,9.10272,9.10272,C42B up vs E06
8290,16705531,"NM_003171 // SUPV3L1 // suppressor of var1, 3-like 1 (S. cerevisiae) // 10q22.1 // 6832",SUPV3L1,NM_003171,9.11141,9.11141,C42B up vs E06
37997,17002720,OTTHUMT00000371844 // CTB-147C13.1 // novel transcript // --- // ---,CTB-147C13.1,OTTHUMT00000371844,9.14673,9.14673,C42B up vs E06
10732,16730522,ENST00000263464 // BIRC3 // baculoviral IAP repeat containing 3 // 11q22 // 330 /// AF0,BIRC3,ENST00000263464,9.15664,9.15664,C42B up vs E06
6180,16684310,NM_006762 // LAPTM5 // lysosomal protein transmembrane 5 // 1p34 // 7805 /// ENST000002,LAPTM5,NM_006762,9.15782,9.15782,C42B up vs E06
30221,16924151,NM_170606 // KMT2C // lysine (K)-specific methyltransferase 2C // 7q36.1 // 58508 /// E,KMT2C,NM_170606,9.16549,9.16549,C42B up vs E06
34479,16970027,OTTHUMT00000132190 // AC113617.1 // novel transcript // --- // --- /// OTTHUMT000001321,AC113617.1,OTTHUMT00000132190,9.16585,9.16585,C42B up vs E06
14091,16766403,NM_001130963 // TMEM194A // transmembrane protein 194A // 12q13.3 // 23306 /// NM_01525,TMEM194A,NM_001130963,9.19005,9.19005,C42B up vs E06
46263,17087836,NM_001079802 // FKTN // fukutin // 9q31-q33 // 2218 /// NM_006731 // FKTN // fukutin //,FKTN,NM_001079802,9.20808,9.20808,C42B up vs E06
40183,17023551,NM_001431 // EPB41L2 // erythrocyte membrane protein band 4.1-like 2 // 6q23 // 2037 //,EPB41L2,NM_001431,9.20989,9.20989,C42B up vs E06
16823,16790229,NR_038970 // LINC00641 // long intergenic non-protein coding RNA 641 // 14q11.2 // 2836,LINC00641,NR_038970,9.21996,9.21996,C42B up vs E06
44287,17069194,NM_001077619 // UBXN2B // UBX domain protein 2B // 8q12.1 // 137886 /// ENST00000399598,UBXN2B,NM_001077619,9.24117,9.24117,C42B up vs E06
23734,16859253,NM_001145160 // TPM4 // tropomyosin 4 // 19p13.1 // 7171 /// NM_003290 // TPM4 // tropo,TPM4,NM_001145160,9.24297,9.24297,C42B up vs E06
28713,16909828,"NM_004369 // COL6A3 // collagen, type VI, alpha 3 // 2q37 // 1293 /// NM_057167 // COL6",COL6A3,NM_004369,9.26069,9.26069,C42B up vs E06
6005,16682098,XM_005245751 // EPHA2 // EPH receptor A2 // 1p36 // 1969 /// AK296788 // EPHA2 // EPH r,EPHA2,XM_005245751,9.26117,9.26117,C42B up vs E06
22064,16843511,NM_001278736 // CCL5 // chemokine (C-C motif) ligand 5 // 17q12 // 6352 /// ENST0000060,CCL5,NM_001278736,9.26974,9.26974,C42B up vs E06
27535,16897637,NM_020532 // RTN4 // reticulon 4 // 2p16.3 // 57142 /// NM_207520 // RTN4 // reticulon ,RTN4,NM_020532,9.27597,9.27597,C42B up vs E06
47185,17096728,"NM_005502 // ABCA1 // ATP-binding cassette, sub-family A (ABC1), member 1 // 9q31.1 // ",ABCA1,NM_005502,9.30953,9.30953,C42B up vs E06
26688,16888865,NM_014905 // GLS // glutaminase // 2q32-q34 // 2744 /// ENST00000320717 // GLS // gluta,GLS,NM_014905,9.32349,9.32349,C42B up vs E06
45718,17082935,AK294282 // ZNF250 // zinc finger protein 250 // 8q24.3 // 58500 /// uc010mgf.2 // ZNF2,ZNF250,AK294282,9.33197,9.33197,C42B up vs E06
9478,16717452,NM_001100626 // ERLIN1 // ER lipid raft associated 1 // 10q24.31 // 10613 /// NM_006459,ERLIN1,NM_001100626,9.33752,9.33752,C42B up vs E06
25728,16878768,"NM_001193513 // SLC30A6 // solute carrier family 30 (zinc transporter), member 6 // 2p2",SLC30A6,NM_001193513,9.3394,9.3394,C42B up vs E06
25927,16880758,uc010yqf.1 // ACTR2 // ARP2 actin-related protein 2 homolog (yeast) // 2p14 // 10097 //,ACTR2,uc010yqf.1,9.34717,9.34717,C42B up vs E06
51664,17122646,ENST00000451884 // LINC00152 // long intergenic non-protein coding RNA 152 // 2p11.2 //,LINC00152,ENST00000451884,9.35169,9.35169,C42B up vs E06
22508,16847996,NM_014877 // HELZ // helicase with zinc finger // 17q24.2 // 9931 /// ENST00000358691 /,HELZ,NM_014877,9.35555,9.35555,C42B up vs E06
51662,17122642,ENST00000431385 // LINC00152 // long intergenic non-protein coding RNA 152 // 2p11.2 //,LINC00152,ENST00000431385,9.35682,9.35682,C42B up vs E06
37164,16995024,NR_030305 // MIR579 // microRNA 579 // 5p13.3 // 693164 /// ENST00000385221 // MIR579 /,MIR579,NR_030305,9.37284,9.37284,C42B up vs E06
50092,17119208,ENST00000453951 // LINC01293 // long intergenic non-protein coding RNA 1293 // --- // 1,LINC01293,ENST00000453951,9.37311,9.37311,C42B up vs E06
4411,16665588,NM_001083592 // ROR1 // receptor tyrosine kinase-like orphan receptor 1 // 1p32-p31 // ,ROR1,NM_001083592,9.3784,9.3784,C42B up vs E06
41808,17043702,NM_018374 // TMEM106B // transmembrane protein 106B // 7p21.3 // 54664 /// uc011jxk.2 /,TMEM106B,NM_018374,9.39382,9.39382,C42B up vs E06
29153,16914509,NM_001174087 // NCOA3 // nuclear receptor coactivator 3 // 20q12 // 8202 /// NM_0011740,NCOA3,NM_001174087,9.40232,9.40232,C42B up vs E06
48827,17112519,NM_000390 // CHM // choroideremia (Rab escort protein 1) // Xq21.2 // 1121 /// ENST0000,CHM,NM_000390,9.40387,9.40387,C42B up vs E06
6950,16692724,"NM_001136478 // ANP32E // acidic (leucine-rich) nuclear phosphoprotein 32 family, membe",ANP32E,NM_001136478,9.40739,9.40739,C42B up vs E06
37664,16999343,OTTHUMT00000372360 // RP11-436H11.5 // novel transcript // --- // ---,RP11-436H11.5,OTTHUMT00000372360,9.41099,9.41099,C42B up vs E06
21258,16835497,NM_023079 // UBE2Z // ubiquitin-conjugating enzyme E2Z // 17q21.32 // 65264 /// ENST000,UBE2Z,NM_023079,9.41516,9.41516,C42B up vs E06
37195,16995409,NM_001278312 // NUP155 // nucleoporin 155kDa // 5p13.1 // 9631 /// NM_004298 // NUP155 ,NUP155,NM_001278312,9.4185,9.4185,C42B up vs E06
51252,17121820,ENST00000591768 // USP32 // ubiquitin specific peptidase 32 // 17q23.3 // 84669 /// OTT,USP32,ENST00000591768,9.42483,9.42483,C42B up vs E06
5150,16673525,"ENST00000494797 // ATP1B1 // ATPase, Na+/K+ transporting, beta 1 polypeptide // 1q24 //",ATP1B1,ENST00000494797,9.45567,9.45567,C42B up vs E06
37163,16994992,NM_016107 // ZFR // zinc finger RNA binding protein // 5p13.3 // 51663 /// ENST00000265,ZFR,NM_016107,9.46267,9.46267,C42B up vs E06
15643,16779766,NM_007249 // KLF12 // Kruppel-like factor 12 // 13q22 // 11278 /// ENST00000377669 // K,KLF12,NM_007249,9.48463,9.48463,C42B up vs E06
45295,17078558,NM_018440 // PAG1 // phosphoprotein membrane anchor with glycosphingolipid microdomains,PAG1,NM_018440,9.48745,9.48745,C42B up vs E06
18110,16802519,NM_001281301 // KIF23 // kinesin family member 23 // 15q23 // 9493 /// NM_004856 // KIF,KIF23,NM_001281301,9.4926,9.4926,C42B up vs E06
5229,16674355,NM_001252511 // SOAT1 // sterol O-acyltransferase 1 // 1q25 // 6646 /// NM_001252512 //,SOAT1,NM_001252511,9.49957,9.49957,C42B up vs E06
28207,16903491,NM_001254738 // RND3 // Rho family GTPase 3 // 2q23.3 // 390 /// NM_005168 // RND3 // R,RND3,NM_001254738,9.50099,9.50099,C42B up vs E06
48232,17106438,NM_144658 // DOCK11 // dedicator of cytokinesis 11 // Xq24 // 139818 /// ENST0000027620,DOCK11,NM_144658,9.50506,9.50506,C42B up vs E06
35189,16976390,NM_018227 // UBA6 // ubiquitin-like modifier activating enzyme 6 // 4q13.2 // 55236 ///,UBA6,NM_018227,9.51132,9.51132,C42B up vs E06
21399,16836868,"NM_025185 // TANC2 // tetratricopeptide repeat, ankyrin repeat and coiled-coil containi",TANC2,NM_025185,9.55063,9.55063,C42B up vs E06
33982,16965162,NM_001177381 // CPEB2 // cytoplasmic polyadenylation element binding protein 2 // 4p15.,CPEB2,NM_001177381,9.55387,9.55387,C42B up vs E06
10397,16726880,ENST00000501122 // NEAT1 // nuclear paraspeckle assembly transcript 1 (non-protein codi,NEAT1,ENST00000501122,9.56095,9.56095,C42B up vs E06
35694,16981266,NM_001012967 // DDX60L // DEAD (Asp-Glu-Ala-Asp) box polypeptide 60-like // 4q32.3 // 9,DDX60L,NM_001012967,9.56248,9.56248,C42B up vs E06
28026,16901957,NM_152515 // CKAP2L // cytoskeleton associated protein 2-like // 2q13 // 150468 /// ENS,CKAP2L,NM_152515,9.5728,9.5728,C42B up vs E06
47301,17098103,NM_033117 // RBM18 // RNA binding motif protein 18 // 9q33.2 // 92400 /// NR_027125 // ,RBM18,NM_033117,9.58622,9.58622,C42B up vs E06
6534,16688420,NM_017768 // LRRC40 // leucine rich repeat containing 40 // 1p31.1 // 55631 /// ENST000,LRRC40,NM_017768,9.59864,9.59864,C42B up vs E06
33247,16957095,NM_001777 // CD47 // CD47 molecule // 3q13.1-q13.2 // 961 /// NM_198793 // CD47 // CD47,CD47,NM_001777,9.60077,9.60077,C42B up vs E06
18167,16803185,NR_104312 // COMMD4 // COMM domain containing 4 // 15q24.2 // 54939 /// NM_017828 // CO,COMMD4,NR_104312,9.60164,9.60164,C42B up vs E06
13734,16762337,"NM_001178091 // BCAT1 // branched chain amino-acid transaminase 1, cytosolic // 12p12.1",BCAT1,NM_001178091,9.60467,9.60467,C42B up vs E06
17148,16793721,"NM_001282179 // PPP2R5E // protein phosphatase 2, regulatory subunit B, epsilon isoform",PPP2R5E,NM_001282179,9.6064,9.6064,C42B up vs E06
50583,17120482,NR_003611 // BMS1P5 // BMS1 pseudogene 5 // 10q11.22 // 399761 /// NR_024495 // BMS1P6 ,BMS1P5,NR_003611,9.6157,9.6157,C42B up vs E06
45537,17080693,NM_024295 // DERL1 // derlin 1 // 8q24.13 // 79139 /// ENST00000259512 // DERL1 // derl,DERL1,NM_024295,9.62155,9.62155,C42B up vs E06
48000,17104332,"NM_173834 // YIPF6 // Yip1 domain family, member 6 // Xq12 // 286451 /// ENST0000037464",YIPF6,NM_173834,9.62553,9.62553,C42B up vs E06
5170,16673767,NM_015172 // PRRC2C // proline-rich coiled-coil 2C // 1q23.3 // 23215 /// ENST000003389,PRRC2C,NM_015172,9.62687,9.62687,C42B up vs E06
48801,17112213,"NM_001271696 // ABCB7 // ATP-binding cassette, sub-family B (MDR/TAP), member 7 // Xq13",ABCB7,NM_001271696,9.63756,9.63756,C42B up vs E06
33203,16956661,NM_001040181 // CLDND1 // claudin domain containing 1 // 3q12.1 // 56650 /// NM_0010401,CLDND1,NM_001040181,9.63916,9.63916,C42B up vs E06
51593,17122504,NR_015395 // MIR4435-1HG // MIR4435-1 host gene (non-protein coding) // 2q13 // 541471 ,MIR4435-1HG,NR_015395,9.6536,9.6536,C42B up vs E06
33502,16960304,NM_000096 // CP // ceruloplasmin (ferroxidase) // 3q23-q25 // 1356 /// NR_046371 // CP ,CP,NM_000096,9.66561,9.66561,C42B up vs E06
14308,16768646,"NM_001032287 // NR2C1 // nuclear receptor subfamily 2, group C, member 1 // 12q22 // 71",NR2C1,NM_001032287,9.66965,9.66965,C42B up vs E06
51917,17123152,NM_001145160 // TPM4 // tropomyosin 4 // 19p13.1 // 7171 /// NM_003290 // TPM4 // tropo,TPM4,NM_001145160,9.67193,9.67193,C42B up vs E06
51091,17121498,ENST00000562773 // ARHGAP23P1 // Rho GTPase activating protein 23 pseudogene 1 // --- /,ARHGAP23P1,ENST00000562773,9.6775,9.6775,C42B up vs E06
49526,17117684,"AB209632 // NPIPB3 // nuclear pore complex interacting protein family, member B3 // 16p",NPIPB3,AB209632,9.67981,9.67981,C42B up vs E06
28819,16910994,NM_001207047 // ATRN // attractin // 20p13 // 8455 /// NM_139321 // ATRN // attractin /,ATRN,NM_001207047,9.68453,9.68453,C42B up vs E06
31175,16933760,NM_001257135 // LIF // leukemia inhibitory factor // 22q12.2 // 3976 /// NM_002309 // L,LIF,NM_001257135,9.69115,9.69115,C42B up vs E06
20954,16832319,NM_015626 // WSB1 // WD repeat and SOCS box containing 1 // 17q11.1 // 26118 /// ENST00,WSB1,NM_015626,9.69201,9.69201,C42B up vs E06
21447,16837382,"NM_001270422 // KCNJ16 // potassium inwardly-rectifying channel, subfamily J, member 16",KCNJ16,NM_001270422,9.69857,9.69857,C42B up vs E06
51251,17121818,NM_032582 // USP32 // ubiquitin specific peptidase 32 // 17q23.3 // 84669 /// ENST00000,USP32,NM_032582,9.70378,9.70378,C42B up vs E06
26667,16888512,"NM_001144999 // ITGAV // integrin, alpha V // 2q31-q32 // 3685 /// NM_001145000 // ITGA",ITGAV,NM_001144999,9.70788,9.70788,C42B up vs E06
13195,16756212,NM_001173982 // CHST11 // carbohydrate (chondroitin 4) sulfotransferase 11 // 12q // 50,CHST11,NM_001173982,9.71367,9.71367,C42B up vs E06
31934,16942648,NM_001080393 // GXYLT2 // glucoside xylosyltransferase 2 // 3p13 // 727936 /// ENST0000,GXYLT2,NM_001080393,9.71403,9.71403,C42B up vs E06
18195,16803501,NM_004136 // IREB2 // iron-responsive element binding protein 2 // 15q25.1 // 3658 /// ,IREB2,NM_004136,9.7226,9.7226,C42B up vs E06
51478,17122274,NM_022662 // ANAPC1 // anaphase promoting complex subunit 1 // 2q12.1 // 64682 /// ENST,ANAPC1,NM_022662,9.72951,9.72951,C42B up vs E06
44396,17070229,"NM_016010 // ZC2HC1A // zinc finger, C2HC-type containing 1A // 8q21.12 // 51101 /// EN",ZC2HC1A,NM_016010,9.74067,9.74067,C42B up vs E06
39148,17013197,NM_003630 // PEX3 // peroxisomal biogenesis factor 3 // 6q24.2 // 8504 /// ENST00000367,PEX3,NM_003630,9.74411,9.74411,C42B up vs E06
52121,17123560,NR_103825 // LOC729218 // uncharacterized LOC729218 // 4q26 // 729218 /// NR_109983 // ,LOC729218,NR_103825,9.75263,9.75263,C42B up vs E06
8506,16707551,NM_001127182 // CEP55 // centrosomal protein 55kDa // 10q23.33 // 55165 /// NM_018131 /,CEP55,NM_001127182,9.76021,9.76021,C42B up vs E06
51797,17122912,"ENST00000451663 // ANKRD20A11P // ankyrin repeat domain 20 family, member A11, pseudoge",ANKRD20A11P,ENST00000451663,9.77138,9.77138,C42B up vs E06
6233,16685036,NM_001195156 // ZMYM6NB // ZMYM6 neighbor // 1p34.3 // 100506144 /// ENST00000373337 //,ZMYM6NB,NM_001195156,9.77496,9.77496,C42B up vs E06
45241,17078102,NM_014294 // TRAM1 // translocation associated membrane protein 1 // 8q13.3 // 23471 //,TRAM1,NM_014294,9.77898,9.77898,C42B up vs E06
40010,17021585,"NM_016021 // UBE2J1 // ubiquitin-conjugating enzyme E2, J1 // 6q15 // 51465 /// ENST000",UBE2J1,NM_016021,9.78556,9.78556,C42B up vs E06
37383,16996969,"AK124130 // GUSBP3 // glucuronidase, beta pseudogene 3 // 5q13.2 // 653188 /// uc010ixm",GUSBP3,AK124130,9.80198,9.80198,C42B up vs E06
43650,17062945,"NR_034120 // LINC-PINT // long intergenic non-protein coding RNA, p53 induced transcrip",LINC-PINT,NR_034120,9.80463,9.80463,C42B up vs E06
37113,16994618,NM_012334 // MYO10 // myosin X // 5p15.1-p14.3 // 4651 /// ENST00000274203 // MYO10 // ,MYO10,NM_012334,9.8229,9.8229,C42B up vs E06
12658,16750325,NM_001025356 // ANO6 // anoctamin 6 // 12q12 // 196527 /// NM_001142678 // ANO6 // anoc,ANO6,NM_001025356,9.82947,9.82947,C42B up vs E06
21371,16836538,NM_001166301 // DHX40 // DEAH (Asp-Glu-Ala-His) box polypeptide 40 // 17q23.1 // 79665 ,DHX40,NM_001166301,9.83264,9.83264,C42B up vs E06
17078,16793024,NM_014584 // ERO1L // ERO1-like (S. cerevisiae) // 14q22.1 // 30001 /// ENST00000395686,ERO1L,NM_014584,9.83342,9.83342,C42B up vs E06
21316,16836021,"NM_003786 // ABCC3 // ATP-binding cassette, sub-family C (CFTR/MRP), member 3 // 17q22 ",ABCC3,NM_003786,9.83508,9.83508,C42B up vs E06
34337,16968583,"NM_001166693 // AFF1 // AF4/FMR2 family, member 1 // 4q21 // 4299 /// ENST00000395146 /",AFF1,NM_001166693,9.90218,9.90218,C42B up vs E06
27335,16895434,NM_018263 // ASXL2 // additional sex combs like transcriptional regulator 2 // 2p24.1 /,ASXL2,NM_018263,9.92027,9.92027,C42B up vs E06
51947,17123212,OTTHUMT00000350252 // RP11-85M11.2 // novel transcript // --- // --- /// OTTHUMT0000035,RP11-85M11.2,OTTHUMT00000350252,9.92456,9.92456,C42B up vs E06
26696,16888979,ENST00000410026 // NABP1 // nucleic acid binding protein 1 // 2q32.3 // 64859 /// OTTHU,NABP1,ENST00000410026,9.92546,9.92546,C42B up vs E06
34572,16970853,NM_012118 // CCRN4L // CCR4 carbon catabolite repression 4-like (S. cerevisiae) // 4q31,CCRN4L,NM_012118,9.93765,9.93765,C42B up vs E06
6386,16686774,ENST00000371885 // PDZK1IP1 // PDZK1 interacting protein 1 // 1p33 // 10158 /// ENST000,PDZK1IP1,ENST00000371885,9.96172,9.96172,C42B up vs E06
47642,17101027,"NM_001284277 // PITPNB // phosphatidylinositol transfer protein, beta // 22q12.1 // 237",PITPNB,NM_001284277,9.96769,9.96769,C42B up vs E06
34793,16972710,NM_024949 // WWC2 // WW and C2 domain containing 2 // 4q35.1 // 80014 /// ENST000004037,WWC2,NM_024949,9.97417,9.97417,C42B up vs E06
39997,17021452,"NM_020320 // RARS2 // arginyl-tRNA synthetase 2, mitochondrial // 6q16.1 // 57038 /// E",RARS2,NM_020320,9.97457,9.97457,C42B up vs E06
52162,17123642,NM_001114184 // MTRF1L // mitochondrial translational release factor 1-like // 6q25-q26,MTRF1L,NM_001114184,9.98402,9.98402,C42B up vs E06
17050,16792659,NM_006939 // SOS2 // son of sevenless homolog 2 (Drosophila) // 14q21 // 6655 /// ENST0,SOS2,NM_006939,9.98777,9.98777,C42B up vs E06
49175,17115505,"NM_001110556 // FLNA // filamin A, alpha // Xq28 // 2316 /// NM_001456 // FLNA // filam",FLNA,NM_001110556,10.0025,10.0025,C42B up vs E06
4191,16663514,NM_001255 // CDC20 // cell division cycle 20 // 1p34.1 // 991 /// ENST00000310955 // CD,CDC20,NM_001255,10.0082,10.0082,C42B up vs E06
50930,17121176,"NM_001204857 // TCEB1 // transcription elongation factor B (SIII), polypeptide 1 (15kDa",TCEB1,NM_001204857,10.0153,10.0153,C42B up vs E06
6285,16685596,NM_001271851 // RRAGC // Ras-related GTP binding C // 1p34 // 64121 /// NM_022157 // RR,RRAGC,NM_001271851,10.0282,10.0282,C42B up vs E06
45282,17078452,NM_001040708 // HEY1 // hes-related family bHLH transcription factor with YRPW motif 1 ,HEY1,NM_001040708,10.0475,10.0475,C42B up vs E06
33079,16955257,"NM_001112736 // FAM208A // family with sequence similarity 208, member A // 3p14.3 // 2",FAM208A,NM_001112736,10.0488,10.0488,C42B up vs E06
14099,16766578,NM_001195053 // DDIT3 // DNA-damage-inducible transcript 3 // 12q13.1-q13.2 // 1649 ///,DDIT3,NM_001195053,10.0508,10.0508,C42B up vs E06
27470,16897056,NM_133259 // LRPPRC // leucine-rich pentatricopeptide repeat containing // 2p21 // 1012,LRPPRC,NM_133259,10.0562,10.0562,C42B up vs E06
39484,17016390,"NM_003518 // HIST1H2BG // histone cluster 1, H2bg // 6p21.3 // 8339 /// ENST00000541790",HIST1H2BG,NM_003518,10.0648,10.0648,C42B up vs E06
28503,16907623,NM_003709 // KLF7 // Kruppel-like factor 7 (ubiquitous) // 2q32 // 8609 /// ENST0000030,KLF7,NM_003709,10.0768,10.0768,C42B up vs E06
47746,17102017,"NM_015884 // MBTPS2 // membrane-bound transcription factor peptidase, site 2 // Xp22.12",MBTPS2,NM_015884,10.0899,10.0899,C42B up vs E06
6530,16688386,NM_001114120 // DEPDC1 // DEP domain containing 1 // 1p31.2 // 55635 /// NM_017779 // D,DEPDC1,NM_001114120,10.1009,10.1009,C42B up vs E06
37706,16999631,NM_001008738 // FNIP1 // folliculin interacting protein 1 // 5q23.3 // 96459 /// NM_133,FNIP1,NM_001008738,10.1041,10.1041,C42B up vs E06
8442,16706875,"NM_004329 // BMPR1A // bone morphogenetic protein receptor, type IA // 10q22.3 // 657 /",BMPR1A,NM_004329,10.1197,10.1197,C42B up vs E06
35488,16979515,NM_001237 // CCNA2 // cyclin A2 // 4q27 // 890 /// ENST00000274026 // CCNA2 // cyclin A,CCNA2,NM_001237,10.122,10.122,C42B up vs E06
20136,16824046,NM_018340 // CPPED1 // calcineurin-like phosphoesterase domain containing 1 // 16p13.12,CPPED1,NM_018340,10.1303,10.1303,C42B up vs E06
28019,16901830,NM_022662 // ANAPC1 // anaphase promoting complex subunit 1 // 2q12.1 // 64682 /// ENST,ANAPC1,NM_022662,10.1375,10.1375,C42B up vs E06
20336,16826175,NM_018206 // VPS35 // vacuolar protein sorting 35 homolog (S. cerevisiae) // 16q12 // 5,VPS35,NM_018206,10.1744,10.1744,C42B up vs E06
17059,16792859,"NM_002863 // PYGL // phosphorylase, glycogen, liver // 14q21-q22 // 5836 /// ENST000002",PYGL,NM_002863,10.2004,10.2004,C42B up vs E06
48064,17104908,NM_001039840 // CHIC1 // cysteine-rich hydrophobic domain 1 // Xq13.2 // 53344 /// ENST,CHIC1,NM_001039840,10.2022,10.2022,C42B up vs E06
27674,16898924,NM_015189 // EXOC6B // exocyst complex component 6B // 2p13.2 // 23233 /// ENST00000272,EXOC6B,NM_015189,10.217,10.217,C42B up vs E06
50466,17120248,ENST00000427998 // LOC100288175 // uncharacterized LOC100288175 // 1p36.33 // 100288175,LOC100288175,ENST00000427998,10.2294,10.2294,C42B up vs E06
44607,17072225,NM_022045 // MTBP // MDM2 binding protein // 8q24.12 // 27085 /// ENST00000305949 // MT,MTBP,NM_022045,10.2294,10.2294,C42B up vs E06
51288,17121892,"NR_003610 // PDXDC2P // pyridoxal-dependent decarboxylase domain containing 2, pseudoge",PDXDC2P,NR_003610,10.2364,10.2364,C42B up vs E06
30341,16924928,NM_001145444 // SCAF4 // SR-related CTD-associated factor 4 // 21q22.1 // 57466 /// NM_,SCAF4,NM_001145444,10.2375,10.2375,C42B up vs E06
8320,16705942,NM_001242546 // ANAPC16 // anaphase promoting complex subunit 16 // 10q22.1 // 119504 /,ANAPC16,NM_001242546,10.2806,10.2806,C42B up vs E06
13403,16758650,"NM_001271867 // GTF2H3 // general transcription factor IIH, polypeptide 3, 34kDa // 12q",GTF2H3,NM_001271867,10.2901,10.2901,C42B up vs E06
4799,16669781,"NR_104217 // NBPF25P // neuroblastoma breakpoint family, member 25, pseudogene // --- /",NBPF25P,NR_104217,10.3003,10.3003,C42B up vs E06
36059,16984336,NM_175921 // C5orf51 // chromosome 5 open reading frame 51 // 5p13.1 // 285636 /// ENST,C5orf51,NM_175921,10.3189,10.3189,C42B up vs E06
6666,16689828,NM_004815 // ARHGAP29 // Rho GTPase activating protein 29 // 1p22.1 // 9411 /// ENST000,ARHGAP29,NM_004815,10.3208,10.3208,C42B up vs E06
51255,17121826,NR_026903 // AMZ2P1 // archaelysin family metallopeptidase 2 pseudogene 1 // 17q24.1 //,AMZ2P1,NR_026903,10.3426,10.3426,C42B up vs E06
50595,17120506,NM_006716 // DBF4 // DBF4 zinc finger // 7q21.3 // 10926 /// ENST00000265728 // DBF4 //,DBF4,NM_006716,10.3559,10.3559,C42B up vs E06
51583,17122484,ENST00000439362 // LINC00152 // long intergenic non-protein coding RNA 152 // 2p11.2 //,LINC00152,ENST00000439362,10.3627,10.3627,C42B up vs E06
37249,16995914,uc003jns.3 // CCL28 // chemokine (C-C motif) ligand 28 // 5p12 // 56477 /// NM_148672 /,CCL28,uc003jns.3,10.3701,10.3701,C42B up vs E06
21431,16837270,"NM_002266 // KPNA2 // karyopherin alpha 2 (RAG cohort 1, importin alpha 1) // 17q24.2 /",KPNA2,NM_002266,10.3808,10.3808,C42B up vs E06
27415,16896442,NM_002759 // EIF2AK2 // eukaryotic translation initiation factor 2-alpha kinase 2 // 2p,EIF2AK2,NM_002759,10.3911,10.3911,C42B up vs E06
16219,16784226,OTTHUMT00000411698 // RP11-841O20.2 // novel transcript antisense to ERO1L // --- // --,RP11-841O20.2,OTTHUMT00000411698,10.3946,10.3946,C42B up vs E06
18050,16801789,NM_000366 // TPM1 // tropomyosin 1 (alpha) // 15q22.1 // 7168 /// NM_001018005 // TPM1 ,TPM1,NM_000366,10.3963,10.3963,C42B up vs E06
6797,16691262,NM_002524 // NRAS // neuroblastoma RAS viral (v-ras) oncogene homolog // 1p13.2 // 4893,NRAS,NM_002524,10.4402,10.4402,C42B up vs E06
45373,17079210,NM_005261 // GEM // GTP binding protein overexpressed in skeletal muscle // 8q13-q21 //,GEM,NM_005261,10.4461,10.4461,C42B up vs E06
43014,17056291,NM_001145514 // SCRN1 // secernin 1 // 7p14.3-p14.1 // 9805 /// NM_014766 // SCRN1 // s,SCRN1,NM_001145514,10.4503,10.4503,C42B up vs E06
46182,17087034,NM_032558 // HIATL1 // hippocampus abundant transcript-like 1 // 9q22.32 // 84641 /// E,HIATL1,NM_032558,10.4531,10.4531,C42B up vs E06
6417,16687132,ENST00000472624 // TXNDC12 // thioredoxin domain containing 12 (endoplasmic reticulum) ,TXNDC12,ENST00000472624,10.4554,10.4554,C42B up vs E06
9303,16715391,NM_001135752 // ECD // ecdysoneless homolog (Drosophila) // 10q22.3 // 11319 /// NM_001,ECD,NM_001135752,10.4578,10.4578,C42B up vs E06
3929,16660863,NM_013943 // CLIC4 // chloride intracellular channel 4 // 1p36.11 // 25932 /// ENST0000,CLIC4,NM_013943,10.4845,10.4845,C42B up vs E06
31618,16938562,"NM_001024847 // TGFBR2 // transforming growth factor, beta receptor II (70/80kDa) // 3p",TGFBR2,NM_001024847,10.4964,10.4964,C42B up vs E06
